f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
1,6,11,17,24,24,21,9,19,15,87,73,74,53,42,41,22,18,19,14,70,73,66,48,42,45,26,20,18,10,0
23,67,28,34,34,25,19,10,22,26,162,94,52,39,27,21,19,19,12,13,83,68,57,63,40,38,18,21,16,12,0
0,5,15,13,23,14,30,23,39,33,83,62,80,55,46,42,28,21,15,12,68,57,46,40,54,33,37,36,24,18,0
24,71,37,35,23,19,13,19,20,21,165,96,62,38,31,24,16,12,11,13,83,66,69,52,48,30,21,23,18,15,0
0,0,9,20,12,22,27,24,28,26,90,87,68,53,47,36,23,16,12,16,68,66,66,47,42,34,26,26,19,23,0
24,66,32,35,24,21,17,15,24,15,162,92,54,35,30,28,23,12,16,10,85,64,74,42,46,24,30,23,19,20,0
1,8,6,22,26,24,20,29,25,22,76,83,67,52,49,31,26,24,24,11,62,83,57,37,49,37,24,19,24,21,0
21,50,27,27,15,11,16,18,20,20,97,79,70,38,30,26,21,16,26,14,84,83,63,35,35,33,23,22,13,20,0
5,18,15,19,19,21,27,21,16,21,82,77,61,50,27,28,36,28,19,11,82,56,64,59,42,35,31,19,16,14,0
12,52,30,28,23,12,23,19,14,17,93,84,66,50,34,25,27,16,14,14,82,71,65,37,43,34,29,24,19,13,0
6,15,20,18,39,23,21,13,17,13,80,77,52,56,41,25,36,21,18,18,82,60,57,48,54,33,24,18,14,15,0
16,55,26,23,10,14,14,19,33,32,111,59,53,44,41,28,27,24,17,11,78,72,54,57,42,34,30,25,17,20,0
4,18,14,14,22,31,28,30,24,23,80,79,50,49,39,29,25,26,17,22,92,76,56,57,40,29,25,16,14,17,0
18,51,20,23,14,7,8,12,20,26,110,87,56,43,34,25,21,21,14,12,70,63,47,58,53,35,24,23,19,20,0
4,20,18,18,29,29,19,33,22,18,82,62,64,47,47,32,34,18,14,14,75,60,53,59,39,32,32,19,25,15,0
18,57,21,19,17,12,8,26,23,18,107,82,41,45,34,32,24,18,19,12,91,54,62,45,46,35,24,25,15,11,0
4,20,16,22,19,34,26,17,29,26,86,70,66,42,38,32,33,14,21,14,88,66,56,57,46,29,22,23,14,12,0
16,47,26,23,20,9,8,10,32,30,109,81,50,33,31,30,32,18,25,13,91,82,58,46,36,29,26,29,14,10,0
3,17,17,19,30,19,21,17,30,27,69,68,56,51,52,34,30,24,22,13,69,69,63,51,42,30,28,24,19,13,0
17,58,26,26,15,17,19,24,21,17,118,72,41,43,38,18,30,18,18,21,83,77,60,45,43,37,27,17,14,17,0
4,14,19,13,27,23,20,25,26,29,86,61,66,64,34,27,28,22,14,14,77,69,71,52,47,31,27,25,15,13,0
17,57,22,21,24,13,20,29,17,18,118,82,54,40,31,20,16,28,17,13,97,75,57,46,34,33,22,17,18,21,0
4,20,13,18,29,27,28,11,21,27,100,72,56,56,31,27,24,23,13,19,73,68,60,47,43,39,29,21,25,15,0
21,54,27,25,13,11,20,23,25,25,110,71,66,36,31,26,30,22,20,9,77,73,61,43,41,34,21,27,18,22,0
3,17,14,14,22,24,40,37,22,16,69,63,62,55,38,26,31,24,18,14,69,68,61,67,45,33,27,17,11,14,0
16,54,20,27,19,9,6,10,22,27,116,71,49,33,38,23,27,26,18,12,71,68,47,54,48,34,33,20,25,10,0
2,20,17,20,32,25,17,18,19,21,81,58,58,43,43,32,24,25,21,18,74,72,61,44,39,31,29,23,20,12,0
20,57,26,18,17,11,20,13,12,18,113,71,52,42,38,33,25,18,19,9,90,73,55,47,42,27,32,22,22,11,0
6,8,16,20,24,23,22,12,20,33,85,73,65,53,34,32,22,24,16,19,78,57,62,56,39,37,31,19,11,15,0
13,56,26,21,20,4,16,22,20,24,118,67,59,32,23,23,29,27,17,14,93,71,68,36,33,31,26,22,13,15,0
2,16,14,14,34,18,30,36,24,17,88,68,56,55,38,34,20,19,22,19,73,71,59,58,37,27,24,21,15,12,0
22,59,21,28,16,11,22,28,25,19,126,78,45,28,29,29,16,25,20,10,75,75,60,49,38,27,27,22,15,20,0
3,13,9,18,20,27,23,20,19,23,88,75,55,51,31,26,29,17,17,11,85,74,56,36,49,34,22,16,22,20,0
15,58,25,20,23,4,11,17,15,21,115,93,50,45,29,24,19,25,12,13,86,68,47,44,49,31,23,25,24,25,0
2,21,18,20,24,23,28,15,13,25,90,61,64,62,37,31,32,12,21,10,78,74,58,46,42,20,32,29,20,20,0
21,61,20,22,13,10,13,11,15,20,116,74,59,43,31,27,19,20,22,11,83,71,58,53,42,29,26,20,19,21,0
3,12,16,23,20,28,26,29,22,22,69,79,56,52,47,27,28,17,22,12,81,78,47,55,38,29,27,23,22,16,0
17,53,25,26,27,15,11,11,8,11,118,69,47,46,37,29,23,13,19,15,84,75,42,47,41,39,30,19,20,16,0
3,12,14,13,33,22,18,19,21,24,93,67,58,47,35,35,21,19,18,13,77,59,46,46,52,30,29,25,25,22,0
21,60,22,27,24,14,10,13,19,27,116,73,60,24,33,36,15,32,18,13,83,56,52,60,37,30,37,20,19,16,0
2,16,14,18,22,30,23,23,20,18,83,76,57,47,35,25,23,26,23,19,87,60,63,48,40,32,25,27,16,14,0
19,51,29,27,22,11,9,12,25,19,125,82,57,40,22,31,22,21,11,15,80,66,59,47,41,28,29,29,17,11,0
1,14,11,17,15,28,21,20,30,37,85,67,63,36,39,37,27,29,16,19,75,77,50,48,46,30,35,15,13,22,0
22,59,24,19,24,12,24,14,16,20,117,82,45,45,33,25,27,15,24,16,80,71,57,46,49,24,29,27,18,9,0
2,16,12,17,18,31,22,19,15,25,82,81,44,55,38,27,37,23,11,14,63,74,51,58,45,33,25,22,26,11,0
18,56,29,19,25,8,9,14,13,12,119,92,60,41,21,30,15,27,16,13,58,73,58,59,46,34,36,23,19,15,0
2,13,27,19,24,23,19,15,24,26,87,64,64,51,41,30,30,20,19,18,84,70,49,61,37,31,27,24,18,12,0
28,53,28,24,18,20,14,21,22,13,107,82,57,44,28,34,19,25,24,12,89,78,55,48,36,24,21,18,20,19,0
4,10,6,11,18,25,30,35,29,29,74,66,65,39,52,30,25,19,15,25,81,67,51,51,47,28,24,21,16,17,0
24,46,28,29,24,18,8,9,16,15,116,74,64,35,20,29,32,19,26,14,81,83,66,43,45,27,29,23,19,17,0
0,12,18,15,28,24,15,22,34,24,76,60,58,57,42,30,26,35,17,14,76,66,62,40,46,42,21,21,23,14,0
25,59,21,28,22,12,16,12,12,13,128,73,39,45,31,34,20,20,14,10,90,77,63,48,33,23,33,30,15,16,0
4,7,17,17,26,22,18,25,27,27,89,63,53,47,30,40,18,22,27,14,68,76,60,46,39,26,30,23,12,19,0
17,56,26,24,25,7,18,14,14,25,125,90,46,35,32,22,30,20,10,17,89,65,53,48,41,29,32,22,16,22,0
1,16,9,21,24,19,19,15,20,32,81,65,56,46,36,35,32,16,21,13,90,63,45,43,40,37,28,26,23,13,0
23,56,29,28,17,9,11,13,16,18,122,76,59,38,23,33,30,20,10,17,93,79,56,41,39,31,31,21,17,12,0
1,10,17,21,18,32,28,14,22,33,82,58,60,56,38,32,25,17,28,18,70,62,60,42,49,34,25,25,20,20,0
22,54,32,24,18,11,9,20,19,19,128,70,48,42,29,29,28,26,12,25,73,71,53,58,37,37,29,24,12,19,0
0,9,14,20,36,28,22,24,37,17,78,59,52,58,48,28,27,26,12,24,66,71,54,49,32,29,34,27,24,25,0
22,68,22,31,18,9,14,28,26,17,111,79,62,40,34,21,19,21,14,16,90,80,57,45,40,28,26,24,22,15,0
1,10,15,24,25,31,34,22,23,22,66,66,59,51,38,36,37,20,18,16,65,73,63,43,43,26,37,32,22,17,0
16,59,30,22,23,11,13,18,15,11,111,92,49,46,27,29,30,20,21,6,98,67,54,34,44,28,26,24,21,15,0
1,10,14,22,34,28,28,11,26,26,68,63,67,54,43,42,22,15,22,17,71,64,70,45,38,40,20,21,17,15,0
0,0,0,0,4,8,12,22,24,28,48,53,52,41,35,23,43,33,20,19,67,58,49,44,43,41,35,20,15,19,0
20,76,40,46,35,18,18,27,31,27,144,88,70,37,31,26,22,11,16,18,99,75,51,50,39,30,21,24,18,9,0
0,0,0,3,10,11,18,22,29,26,51,42,33,50,40,39,32,25,22,19,59,52,64,47,45,39,31,23,18,10,0
19,66,42,54,52,47,26,30,23,8,134,104,63,34,39,19,22,16,20,4,80,77,65,47,40,31,35,26,14,16,0
0,0,0,4,11,14,13,30,15,24,47,52,41,43,43,35,40,31,17,19,54,72,60,49,37,42,27,18,19,15,0
22,78,33,43,50,40,32,29,16,15,130,102,62,35,37,36,19,13,8,13,93,72,65,47,45,22,27,17,23,7,0
0,0,0,1,2,6,12,9,22,23,57,66,41,43,36,29,30,25,21,29,61,60,57,56,34,49,24,22,23,11,0
17,67,45,44,52,25,24,12,18,20,138,93,81,47,37,21,17,10,6,9,87,89,64,57,33,30,23,13,6,17,0
0,0,0,1,11,14,15,11,28,32,70,44,50,36,47,30,34,29,22,21,71,59,62,47,34,31,34,23,17,15,0
28,77,36,42,42,38,34,25,24,12,133,109,62,44,31,26,22,19,9,8,88,82,52,51,38,37,24,20,13,15,0
0,0,0,1,6,10,21,14,21,27,65,34,48,50,41,39,39,23,18,19,51,66,49,44,56,41,31,24,20,18,0
20,77,39,50,41,34,29,22,9,19,132,92,69,42,29,24,24,12,18,15,80,82,56,47,51,29,24,22,17,13,0
0,0,0,5,7,9,13,14,13,18,55,46,68,42,36,36,34,33,23,17,60,61,53,58,33,42,29,28,28,15,0
24,79,40,40,41,26,20,18,18,23,134,99,56,41,33,34,20,13,12,7,78,62,61,59,41,32,30,22,15,8,0
0,0,1,1,4,10,10,15,21,28,41,55,68,49,30,32,32,24,30,24,71,48,50,52,43,38,36,25,26,17,0
13,76,44,45,50,31,27,23,39,23,129,108,64,35,30,26,24,12,12,8,88,62,59,50,44,41,31,26,14,6,0
0,0,0,2,2,10,14,17,28,26,51,64,43,39,39,36,35,27,26,15,64,51,50,53,36,43,30,34,18,22,0
24,75,42,52,51,32,22,16,18,28,130,98,59,47,40,25,16,16,17,8,87,81,56,43,42,33,18,23,20,17,0
0,0,0,2,5,11,13,23,19,27,49,44,57,47,43,35,27,26,30,12,65,59,54,47,45,32,27,13,23,26,0
15,77,37,33,47,28,37,40,28,24,137,103,61,37,31,24,20,22,14,10,88,78,66,52,50,23,21,19,18,16,0
0,0,0,1,7,11,15,16,18,23,49,47,47,50,44,28,33,22,26,24,66,65,55,45,32,40,31,20,17,21,0
22,78,45,46,42,27,21,23,24,28,124,97,65,47,29,38,28,14,8,11,85,80,61,57,40,24,28,19,20,9,0
0,0,0,0,3,11,11,16,19,25,48,56,36,50,42,39,33,17,26,19,67,46,56,56,47,39,26,28,14,14,0
14,74,45,46,33,27,27,30,29,30,156,82,56,46,32,27,23,9,9,14,89,91,56,39,43,32,21,18,15,10,0
0,0,0,1,7,5,7,10,15,27,45,60,52,56,44,28,23,23,35,9,54,60,44,47,42,41,26,30,29,24,0
26,72,37,34,30,20,18,25,28,25,154,79,64,47,31,27,14,20,14,11,95,73,54,54,39,28,23,21,18,10,0
0,0,0,1,7,16,12,29,21,25,56,56,42,47,41,30,31,19,18,25,50,59,71,52,33,33,29,32,28,22,0
17,71,38,44,40,33,26,29,26,17,145,92,60,46,34,24,27,16,12,3,98,69,65,50,40,28,29,20,18,10,0
0,0,0,0,8,12,23,22,24,42,54,53,47,46,35,29,25,34,16,28,55,58,51,56,40,31,38,25,15,16,0
25,77,40,43,38,33,21,26,16,19,133,91,73,54,23,32,22,12,19,9,82,66,63,49,41,24,29,23,17,13,0
0,0,0,4,3,5,8,17,18,33,47,52,41,51,38,30,29,33,18,19,64,52,52,55,39,44,32,22,17,16,0
17,75,50,38,46,37,12,19,28,18,133,104,54,46,31,28,18,11,13,10,101,74,67,44,30,35,35,18,10,6,0
0,0,0,4,8,11,13,15,17,28,63,57,42,42,38,41,29,24,17,18,60,58,53,49,55,41,31,25,18,15,0
17,82,38,34,41,47,34,22,22,11,131,96,76,45,34,21,21,6,18,9,81,74,53,61,56,29,13,26,14,8,0
0,0,0,3,3,11,15,16,21,22,42,59,55,55,34,39,34,28,14,18,51,57,54,62,51,31,29,24,17,22,0
23,68,37,45,42,37,35,21,23,21,135,112,69,40,31,25,18,13,10,3,93,58,70,55,45,30,25,20,19,13,0
0,1,1,3,11,15,16,11,15,14,46,48,64,52,40,38,27,26,26,22,68,49,65,40,36,41,37,28,20,22,0
21,75,44,37,47,30,29,20,16,12,136,90,57,50,37,20,20,18,21,13,73,83,58,50,50,22,19,22,10,20,0
0,0,0,1,8,11,9,17,16,17,48,64,36,36,22,37,33,30,17,24,64,60,40,53,44,29,29,36,19,14,0
19,62,50,40,45,37,38,28,18,11,136,107,53,41,30,26,19,21,10,7,97,61,69,57,41,29,27,16,17,7,0
0,0,0,2,2,6,12,24,26,39,52,57,49,53,43,24,27,30,23,13,76,45,59,43,41,33,29,22,16,23,0
23,74,38,39,43,50,18,26,20,19,118,99,68,61,36,23,20,12,15,8,81,74,64,52,39,36,22,16,17,8,0
0,0,0,0,6,10,18,20,24,18,61,50,34,54,31,43,34,25,23,24,52,57,59,59,52,34,21,25,24,16,0
16,70,49,39,49,39,28,21,26,14,139,115,64,39,25,25,23,15,10,7,81,76,73,52,33,28,27,25,21,8,0
0,0,0,1,8,17,19,21,15,20,58,47,44,35,45,37,37,25,31,23,73,61,45,40,47,42,35,31,17,13,0
21,79,41,44,50,14,18,17,24,15,129,97,71,47,33,22,11,19,17,12,84,70,63,54,43,27,19,24,21,10,0
0,0,0,0,5,7,15,17,23,27,59,40,53,44,29,27,37,29,25,23,61,43,55,51,44,40,29,23,23,20,0
17,70,50,38,53,38,34,24,21,24,115,112,70,40,36,34,17,15,11,5,100,77,57,48,32,38,20,14,13,15,0
0,0,0,0,2,5,10,21,21,17,49,43,54,36,40,40,38,29,28,16,72,61,46,54,51,28,22,27,19,18,0
23,71,46,48,40,41,26,26,23,18,138,101,67,41,35,26,21,19,11,9,83,88,56,39,40,25,25,30,11,9,0
0,0,2,5,9,10,20,22,22,23,43,49,52,41,36,38,27,30,24,25,51,61,59,49,45,41,40,19,21,12,0
18,75,41,41,37,31,33,33,25,33,143,110,62,39,34,24,16,18,14,6,101,75,59,50,30,29,31,18,16,10,0
0,0,0,2,2,5,12,18,26,31,56,47,59,50,31,44,26,23,15,23,66,46,51,42,37,47,22,23,26,19,0
27,75,36,43,42,24,24,23,24,23,136,95,54,43,32,33,25,21,9,11,87,75,54,39,50,35,30,23,10,17,0
0,0,1,5,4,10,10,14,29,27,48,56,45,39,34,42,36,22,31,25,69,58,54,36,42,40,26,28,18,21,0
19,74,46,38,51,41,25,26,14,20,152,105,51,49,27,19,26,22,8,7,97,79,56,51,37,24,24,24,19,12,0
0,0,5,15,28,36,27,26,23,20,71,67,65,45,51,32,26,32,23,9,48,58,47,51,37,40,38,23,18,13,0
31,72,37,37,23,14,14,18,18,19,137,105,69,37,18,22,23,14,17,10,74,69,51,36,48,28,36,20,21,7,0
0,1,7,16,32,27,19,21,18,15,84,73,63,45,37,36,24,25,22,17,63,56,41,48,40,43,33,22,26,24,0
31,65,31,32,29,31,25,29,19,23,146,98,64,37,27,21,22,17,10,15,74,83,59,48,34,36,25,12,20,11,0
0,2,4,13,18,19,14,23,37,38,75,73,56,47,54,48,28,21,20,14,66,57,45,42,38,28,31,25,25,23,0
27,85,34,42,27,28,17,20,13,19,149,99,69,37,39,24,25,9,9,9,86,51,64,61,30,36,28,22,20,14,0
0,0,2,7,9,16,27,30,26,36,74,75,51,56,36,45,36,30,19,14,53,49,53,55,49,38,31,16,18,17,0
30,63,39,49,29,22,15,17,22,19,154,86,67,43,29,22,22,13,12,14,79,62,59,52,34,39,21,22,15,18,0
1,1,6,8,23,21,30,26,29,21,82,74,65,49,32,37,33,20,28,14,53,60,42,44,46,26,36,27,20,24,0
26,76,31,37,36,12,11,14,9,17,163,89,58,39,36,25,18,14,12,8,70,70,60,53,36,36,24,18,12,26,0
0,2,9,15,16,32,20,27,19,25,74,80,67,45,41,39,28,22,18,15,65,65,55,37,43,32,29,21,21,26,0
22,79,33,34,29,32,18,23,16,31,168,91,56,40,27,24,14,13,13,12,76,72,55,58,43,42,26,19,8,18,0
0,0,5,13,14,15,17,26,34,34,75,66,60,53,44,29,31,28,17,20,51,49,41,46,53,39,31,32,24,18,0
27,80,41,41,24,18,27,18,16,27,151,104,49,56,29,25,13,17,13,6,74,63,57,55,39,30,28,18,20,14,0
0,0,2,10,10,15,17,25,33,24,64,64,64,52,40,41,41,22,21,10,59,65,54,46,39,33,26,28,25,13,0
29,74,33,46,32,27,16,21,19,18,155,114,56,36,27,16,24,16,14,7,70,72,61,50,38,32,19,25,16,13,0
0,0,1,12,23,34,27,37,21,41,64,63,70,55,43,25,41,17,24,15,62,44,61,47,53,29,29,23,19,18,0
30,71,41,37,31,23,26,19,28,21,169,89,60,30,17,31,21,15,15,7,76,71,48,47,46,32,23,24,17,14,0
0,0,1,4,15,29,47,29,24,35,67,72,70,41,47,36,28,19,26,18,56,46,57,42,42,43,26,21,26,19,0
27,76,37,36,31,18,12,32,28,26,152,119,51,34,31,21,12,18,15,11,83,81,47,51,33,32,25,25,10,15,0
0,2,4,11,22,26,31,35,25,32,67,70,68,35,38,49,29,22,21,21,49,59,47,40,46,36,36,25,23,17,0
31,73,34,35,27,12,20,20,23,23,158,96,55,39,22,22,14,21,15,14,83,49,66,42,33,43,26,15,19,21,0
0,1,4,11,18,31,30,31,24,45,74,74,68,51,33,36,34,17,22,16,55,52,53,49,47,30,31,29,21,17,0
27,71,37,38,26,27,24,25,22,17,171,98,58,44,15,24,17,18,15,4,88,70,52,47,40,26,28,20,21,11,0
0,1,4,11,19,41,34,25,29,28,66,66,64,42,37,32,40,35,27,17,51,51,58,50,35,32,28,18,22,23,0
27,78,46,35,27,25,14,15,15,28,157,104,69,45,29,22,10,15,14,8,83,62,44,41,42,27,24,25,24,18,0
0,0,0,6,10,19,12,17,26,28,84,65,55,48,43,30,23,27,21,28,56,52,50,42,39,45,39,17,28,14,0
22,78,33,42,33,23,29,22,27,18,163,101,63,35,31,22,16,17,12,10,73,66,63,41,41,37,29,18,17,26,0
0,1,8,23,21,15,17,23,16,18,63,64,60,52,45,34,38,21,22,23,59,53,40,29,53,37,33,31,25,18,0
31,83,40,35,28,10,16,14,18,13,170,91,73,43,35,21,12,10,11,5,74,74,60,44,33,27,25,17,27,22,0
0,2,0,9,15,18,26,16,24,22,69,67,62,41,46,34,34,19,19,22,66,51,52,35,47,28,18,37,28,17,0
23,74,38,37,37,26,15,16,23,20,162,110,68,37,32,19,11,13,16,9,80,80,49,44,33,32,30,26,22,17,0
0,0,2,14,20,30,27,33,32,21,67,74,69,47,40,41,27,26,20,14,55,52,50,41,35,50,28,30,24,16,0
36,75,39,46,32,17,13,14,26,22,158,99,66,33,34,27,12,20,11,12,85,70,50,43,38,28,29,18,18,19,0
0,0,2,4,23,21,26,24,30,37,74,61,55,55,36,44,31,25,21,19,56,52,46,41,47,30,19,25,38,17,0
25,63,41,44,32,34,23,25,21,18,174,102,55,33,27,26,20,13,7,14,91,72,60,60,37,23,20,20,13,15,0
0,1,7,10,22,20,33,19,19,24,68,66,56,57,42,44,34,20,16,17,47,60,50,44,36,44,36,24,23,21,0
28,79,31,47,34,26,10,10,18,15,164,106,49,54,34,19,17,10,7,8,77,73,47,43,44,34,34,23,11,15,0
0,0,1,6,17,23,21,30,22,21,63,61,76,58,38,29,26,22,16,22,59,53,49,39,40,34,36,27,15,20,0
30,68,35,40,32,28,24,32,26,27,177,89,62,38,31,21,16,18,13,6,81,66,57,43,41,28,28,28,14,13,0
0,0,1,7,12,25,21,31,26,24,57,62,54,56,48,37,34,22,26,18,54,54,51,49,38,30,37,29,22,22,0
30,77,37,41,29,20,20,20,24,21,143,110,61,47,27,25,17,13,16,10,73,68,54,58,32,27,33,18,19,20,0
0,0,0,4,7,12,15,22,22,34,69,68,57,63,35,27,25,24,30,22,57,54,60,46,20,38,29,27,20,22,0
26,67,40,37,38,27,18,14,20,21,159,105,67,39,28,18,15,11,15,3,68,67,57,44,47,40,25,23,16,16,0
0,0,2,5,12,12,20,26,33,22,74,73,62,43,51,34,29,27,23,17,47,50,43,45,49,36,30,23,32,21,0
23,81,35,49,27,26,24,17,21,23,169,93,62,38,22,31,19,9,10,9,69,59,60,47,32,44,28,28,19,11,0
0,0,2,2,17,17,17,25,25,31,55,66,56,57,53,32,23,26,23,23,49,57,40,47,43,29,34,23,26,22,0
27,66,39,39,29,30,29,31,26,29,150,123,57,28,21,33,21,11,15,13,75,74,51,49,37,27,31,27,12,15,0
0,1,3,3,9,10,23,16,28,22,61,72,58,48,39,30,42,24,27,9,47,57,53,43,42,25,23,27,29,26,0
27,79,42,39,25,21,26,15,21,15,161,90,62,38,38,24,17,16,16,9,77,63,49,54,50,36,29,16,18,14,0
0,0,1,5,12,10,16,19,33,27,82,65,52,41,39,32,20,29,21,26,57,54,38,38,42,42,37,21,33,22,0
24,73,39,43,43,25,15,22,31,21,157,100,65,41,36,19,23,8,8,6,86,62,55,41,54,41,25,13,13,21,0
0,0,1,5,3,8,14,17,36,28,70,70,67,56,27,40,33,27,22,18,50,62,44,36,37,35,33,29,21,11,0
34,72,31,45,24,20,15,21,22,26,157,96,71,53,29,18,18,12,12,7,82,65,60,47,27,32,23,21,29,14,0
0,0,3,2,11,16,18,26,23,38,67,55,65,41,42,46,20,28,28,15,64,49,49,44,36,36,38,28,22,15,0
24,72,36,42,42,30,22,22,18,26,165,87,73,46,36,23,21,7,8,8,84,60,61,48,35,37,28,20,15,15,0
21,79,36,46,40,40,36,27,19,25,149,108,65,47,40,21,16,10,8,9,89,80,68,52,31,26,17,22,15,13,0
0,0,0,4,8,14,16,13,14,22,51,49,47,49,36,44,38,30,26,15,55,58,46,59,41,41,26,22,26,15,0
14,76,39,51,55,40,38,37,19,18,148,110,72,35,33,22,19,13,6,8,104,79,65,43,42,22,25,16,20,6,0
0,0,0,3,0,0,8,9,19,22,41,56,42,39,48,41,35,24,19,17,60,56,53,55,60,25,28,25,17,20,0
22,86,44,43,34,22,23,27,34,28,140,110,76,44,29,21,13,22,13,11,88,93,53,45,38,29,21,19,25,6,0
0,0,0,0,2,3,9,10,9,19,42,62,51,41,28,39,27,29,23,27,56,52,49,54,35,41,35,31,18,24,0
17,76,36,61,62,52,37,34,30,15,140,123,69,46,35,17,18,10,13,7,98,79,65,43,43,35,20,16,15,11,0
0,0,0,2,2,5,11,10,20,16,57,50,36,56,35,30,33,21,34,21,52,61,71,44,43,34,26,21,21,18,0
21,83,49,47,36,29,14,22,22,14,150,107,74,40,25,19,20,15,8,6,100,74,48,40,42,35,25,22,17,17,0
0,0,0,0,2,2,6,20,15,11,49,55,54,49,48,34,22,25,25,23,69,55,55,42,53,31,22,29,24,19,0
16,73,39,50,30,25,32,27,29,30,147,108,74,44,36,16,16,15,10,12,95,82,63,49,39,34,18,15,17,15,0
0,0,0,5,3,3,5,8,7,20,41,54,60,35,38,35,31,29,27,23,67,50,48,51,52,39,33,24,21,17,0
26,72,45,44,31,26,25,19,32,31,154,89,80,49,35,19,19,9,5,8,89,80,52,47,37,40,27,10,15,12,0
0,0,0,0,1,9,8,7,7,13,48,49,44,45,34,31,47,28,35,21,57,44,58,54,41,33,33,32,22,22,0
17,70,43,51,39,40,33,29,18,17,158,112,64,45,29,29,17,13,3,9,96,88,57,43,36,32,38,20,12,9,0
0,0,0,2,2,2,6,8,13,22,45,44,62,38,44,29,35,25,27,20,53,59,55,53,39,40,21,35,19,26,0
20,73,39,36,37,42,43,33,33,23,151,114,54,41,32,24,15,17,15,10,99,77,63,52,37,30,21,18,17,11,0
0,0,1,0,1,8,4,9,15,21,50,47,41,45,56,40,28,20,16,25,63,69,49,47,37,41,30,33,19,20,0
17,71,43,49,68,56,36,31,25,16,147,116,56,49,35,24,16,9,12,11,107,82,60,45,36,23,27,23,16,10,0
0,0,1,1,0,3,11,17,17,16,55,55,44,43,38,35,28,24,24,22,54,46,64,48,40,34,27,27,29,18,0
21,78,34,38,39,33,25,28,37,27,165,104,72,42,33,20,13,15,8,8,75,92,75,38,45,30,22,17,17,15,0
0,0,0,0,3,8,3,15,11,14,40,48,52,41,47,32,39,28,24,17,55,53,43,52,53,36,26,33,19,15,0
16,78,33,47,41,37,27,31,19,19,166,111,68,48,26,12,13,9,16,13,108,71,76,55,35,29,16,13,14,17,0
0,0,0,1,0,5,8,10,18,30,55,52,48,38,38,43,35,21,23,23,62,42,45,63,45,42,37,19,15,18,0
20,80,37,40,44,40,20,35,18,16,140,110,81,47,30,25,11,8,14,4,99,76,64,46,26,28,25,22,12,15,0
0,0,0,0,1,1,6,14,8,23,54,58,44,48,43,28,41,18,21,20,57,63,46,49,47,46,21,35,25,17,0
15,82,36,47,38,34,30,34,27,34,154,115,51,42,29,23,25,16,15,8,94,75,56,51,40,37,18,23,19,13,0
0,0,0,0,0,2,10,13,13,18,50,60,55,38,42,30,31,26,24,24,53,48,54,45,36,50,28,38,23,19,0
17,83,31,42,51,24,23,27,26,26,166,97,70,49,27,24,16,20,8,5,81,98,60,49,43,26,25,23,12,12,0
0,0,1,3,5,6,9,10,19,12,55,58,52,47,24,37,29,31,24,24,60,58,50,51,41,39,27,27,18,16,0
21,67,45,48,42,46,29,19,18,13,169,100,67,46,23,18,15,17,8,14,90,95,57,54,29,32,25,19,12,18,0
0,0,0,2,5,8,12,16,9,20,42,50,50,56,41,25,38,25,29,21,55,61,56,68,46,32,35,16,17,23,0
18,84,49,42,39,31,32,32,19,23,146,99,73,47,24,20,19,19,16,8,94,81,56,39,44,41,20,15,16,20,0
0,0,0,0,0,1,7,11,10,16,57,51,43,40,45,40,35,29,21,16,59,60,54,61,36,42,25,18,18,23,0
20,72,41,48,51,36,37,32,17,8,150,92,84,41,33,31,20,10,15,6,76,90,56,52,37,35,35,19,17,11,0
0,0,0,0,6,7,9,13,13,20,56,49,55,43,42,33,29,27,21,22,67,58,44,36,42,41,34,27,31,18,0
18,85,43,45,41,34,31,37,21,16,156,113,66,48,26,20,15,10,14,8,98,85,40,63,28,27,23,20,21,14,0
0,0,0,0,10,10,10,15,19,28,56,45,56,39,35,38,39,21,23,15,53,65,53,49,37,47,30,24,23,9,0
20,74,37,48,67,36,23,19,20,22,165,105,70,39,35,18,15,10,11,9,87,69,75,50,41,31,18,19,16,12,0
0,0,0,0,4,3,4,19,26,18,53,43,52,49,40,37,37,23,27,26,60,51,59,51,49,43,31,14,20,21,0
26,75,36,48,42,33,39,37,42,19,157,94,66,58,27,30,14,16,14,6,101,78,71,40,35,27,21,16,13,16,0
0,0,0,0,0,4,9,11,13,20,54,45,55,43,37,38,34,31,33,25,76,52,50,41,33,42,30,26,30,19,0
15,74,40,43,44,25,26,23,28,19,154,110,72,57,34,16,15,7,10,6,81,75,72,41,38,36,26,25,13,11,0
0,0,0,1,3,5,10,12,11,16,48,61,51,42,38,36,38,20,26,18,60,55,56,52,46,34,31,18,22,17,0
14,85,37,53,46,30,27,25,22,35,137,105,74,60,35,25,12,13,11,7,104,81,59,50,37,29,19,14,8,18,0
0,0,0,0,0,7,5,8,19,13,61,49,37,46,41,43,27,29,19,19,58,63,39,49,38,40,36,26,24,29,0
15,74,42,39,53,37,37,31,22,14,154,107,62,35,39,22,23,14,13,6,98,71,54,46,47,37,21,21,11,16,0
0,0,0,0,3,2,3,9,11,12,41,58,64,44,30,29,35,18,35,22,59,46,62,54,48,35,40,17,14,21,0
28,71,49,52,42,36,30,21,24,15,152,105,59,57,36,26,21,15,5,5,103,64,86,42,33,27,15,24,19,9,0
